HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,HomeWinStreak,AwayWinStreak,TGSH,TGSA,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Everton,West Ham,2,0,2,1,0,0,0,Win,A Taylor,1.8,3.8,4.75,1.8,3.9,4.5
Southampton,Chelsea,0,2,-2,0,1,0,0,Loss,M Jones,3.2,3.4,2.4,3.1,3.4,2.4
Stoke,Swansea,3,1,2,1,0,0,0,Win,M Oliver,2.05,3.6,3.8,2.05,3.6,3.75
Bournemouth,Sunderland,1,2,-1,0,1,0,0,Loss,M Dean,1.65,4.2,5.5,1.62,3.9,5.75
Burnley,Crystal Palace,3,2,1,1,0,0,0,Win,A Taylor,3.3,3.3,2.38,3.2,3.25,2.35
Chelsea,Everton,5,0,5,2,0,0,0,Win,R Madley,1.53,4.33,7.0,1.53,4.2,6.25
Man City,Middlesbrough,1,1,0,2,0,0,0,Draw,K Friend,1.22,7.0,15.0,1.2,6.75,14.5
West Ham,Stoke,1,1,0,2,0,0,0,Draw,A Marriner,2.0,3.6,4.0,2.0,3.5,3.8
Arsenal,Tottenham,1,1,0,2,0,0,0,Draw,M Clattenburg,1.95,3.6,4.2,1.95,3.6,3.9
Hull,Southampton,2,1,1,3,0,1,0,Win,G Scott,5.75,3.8,1.7,5.5,3.8,1.65
Leicester,West Brom,1,2,-1,0,1,0,0,Loss,C Pawson,1.8,3.6,5.25,1.78,3.6,4.75
Liverpool,Watford,6,1,5,1,0,0,0,Win,M Oliver,1.29,6.0,12.0,1.26,6.0,11.0
Swansea,Man United,1,3,-2,0,1,0,0,Loss,N Swarbrick,5.0,4.0,1.73,4.75,3.9,1.72
Crystal Palace,Man City,1,2,-1,0,2,0,0,Loss,R Madley,6.5,4.5,1.53,6.25,4.4,1.5
Everton,Swansea,1,1,0,0,2,0,0,Draw,M Atkinson,1.6,4.33,6.0,1.55,4.1,6.25
Man United,Arsenal,1,1,0,0,2,0,0,Draw,A Marriner,2.6,3.4,2.9,2.5,3.4,2.8
Southampton,Liverpool,0,0,0,0,2,0,0,Draw,M Clattenburg,3.4,3.6,2.2,3.3,3.5,2.15
Stoke,Bournemouth,0,1,-1,0,3,0,1,Loss,R East,2.3,3.4,3.4,2.2,3.25,3.5
Sunderland,Hull,3,0,3,1,0,0,0,Win,L Mason,2.15,3.4,3.8,2.15,3.25,3.6
Tottenham,West Ham,3,2,1,2,0,0,0,Win,M Dean,1.5,4.5,7.5,1.5,4.25,6.75
Watford,Leicester,2,1,1,3,0,1,0,Win,N Swarbrick,2.8,3.3,2.75,2.7,3.3,2.65
Middlesbrough,Chelsea,0,1,-1,0,1,0,0,Loss,J Moss,7.0,4.0,1.57,6.25,4.1,1.55
West Brom,Burnley,4,0,4,1,0,0,0,Win,M Jones,1.95,3.4,4.5,1.95,3.3,4.33
Burnley,Man City,1,2,-1,0,1,0,0,Loss,A Marriner,9.0,6.0,1.33,9.5,6.0,1.28
Chelsea,Tottenham,2,1,1,1,0,0,0,Win,M Oliver,1.75,3.8,5.25,1.75,3.8,5.0
Hull,West Brom,1,1,0,1,0,0,0,Draw,P Tierney,3.1,3.2,2.6,2.9,3.2,2.55
Leicester,Middlesbrough,2,2,0,1,0,0,0,Draw,L Mason,1.91,3.6,4.5,1.85,3.4,4.6
Liverpool,Sunderland,2,0,2,2,0,0,0,Win,A Taylor,1.17,8.5,19.0,1.17,7.5,15.5
Swansea,Crystal Palace,5,4,1,3,0,1,0,Win,K Friend,2.63,3.4,2.88,2.55,3.2,2.9
Arsenal,Bournemouth,3,1,2,4,0,1,0,Win,M Jones,1.4,5.0,9.0,1.42,4.75,7.5
Man United,West Ham,1,1,0,4,0,1,0,Draw,J Moss,1.45,4.75,8.0,1.48,4.5,6.75
Southampton,Everton,1,0,1,5,0,1,0,Win,C Pawson,2.2,3.4,3.6,2.1,3.3,3.7
Watford,Stoke,0,1,-1,0,1,0,0,Loss,R Madley,2.4,3.3,3.3,2.3,3.3,3.2
Crystal Palace,Southampton,3,0,3,1,0,0,0,Win,N Swarbrick,3.5,3.3,2.3,3.2,3.4,2.25
Man City,Chelsea,1,3,-2,0,1,0,0,Loss,A Taylor,2.15,3.6,3.6,2.15,3.5,3.6
Stoke,Burnley,2,0,2,1,0,0,0,Win,M Clattenburg,1.62,4.0,6.5,1.6,3.75,6.25
Sunderland,Leicester,2,1,1,2,0,0,0,Win,A Marriner,3.4,3.4,2.3,3.3,3.25,2.3
Tottenham,Swansea,5,0,5,3,0,1,0,Win,J Moss,1.36,5.5,9.0,1.34,5.0,9.75
West Brom,Watford,3,1,2,4,0,1,0,Win,G Scott,2.2,3.3,3.75,2.15,3.25,3.6
West Ham,Arsenal,1,5,-4,0,1,0,0,Loss,C Pawson,4.75,4.2,1.75,4.75,4.0,1.75
Bournemouth,Liverpool,4,3,1,1,0,0,0,Win,R Madley,5.0,4.0,1.75,5.0,3.8,1.7
Everton,Man United,1,1,0,1,0,0,0,Draw,M Oliver,3.6,3.5,2.15,3.7,3.5,2.1
Middlesbrough,Hull,1,0,1,2,0,0,0,Win,M Dean,1.83,3.5,5.25,1.75,3.6,5.0
Arsenal,Stoke,3,1,2,3,0,1,0,Win,L Mason,1.35,5.5,9.5,1.35,5.0,9.0
Burnley,Bournemouth,3,2,1,4,0,1,0,Win,M Atkinson,3.5,3.5,2.2,3.4,3.4,2.15
Hull,Crystal Palace,3,3,0,4,0,1,0,Draw,M Jones,3.5,3.3,2.3,3.3,3.25,2.3
Leicester,Man City,4,2,2,5,0,1,0,Win,M Oliver,5.25,4.0,1.7,4.75,4.0,1.7
Swansea,Sunderland,3,0,3,6,0,1,0,Win,C Pawson,2.15,3.5,3.6,2.15,3.3,3.6
Watford,Everton,3,2,1,7,0,1,0,Win,A Taylor,3.1,3.4,2.45,3.0,3.3,2.4
Chelsea,West Brom,1,0,1,8,0,1,0,Win,M Dean,1.25,6.25,15.0,1.26,6.25,10.5
Liverpool,West Ham,2,2,0,8,0,1,0,Draw,M Clattenburg,1.3,6.0,11.0,1.3,5.75,9.0
Man United,Tottenham,1,0,1,9,0,1,0,Win,R Madley,2.2,3.4,3.6,2.15,3.4,3.4
Southampton,Middlesbrough,1,0,1,10,0,1,0,Win,S Attwell,1.7,3.7,6.0,1.65,3.7,5.75
Bournemouth,Leicester,1,0,1,11,0,1,0,Win,P Tierney,2.4,3.4,3.2,2.35,3.4,3.0
Everton,Arsenal,2,1,1,12,0,1,0,Win,M Clattenburg,4.2,3.75,1.91,4.25,3.7,1.9
Crystal Palace,Man United,1,2,-1,0,1,0,0,Loss,C Pawson,5.25,4.0,1.7,5.5,3.8,1.65
Man City,Watford,2,0,2,1,0,0,0,Win,K Friend,1.29,6.5,11.0,1.22,6.5,12.5
Middlesbrough,Liverpool,0,3,-3,0,1,0,0,Loss,J Moss,6.0,4.33,1.6,6.0,4.1,1.57
Stoke,Southampton,0,0,0,0,1,0,0,Draw,A Taylor,3.1,3.3,2.5,2.95,3.3,2.45
Sunderland,Chelsea,0,1,-1,0,2,0,0,Loss,N Swarbrick,10.0,5.75,1.33,9.5,5.0,1.34
Tottenham,Hull,3,0,3,1,0,0,0,Win,A Marriner,1.22,7.0,15.0,1.22,6.5,13.5
West Brom,Swansea,3,1,2,2,0,0,0,Win,M Oliver,2.05,3.5,4.0,1.95,3.5,4.0
West Ham,Burnley,1,0,1,3,0,1,0,Win,R Madley,1.67,4.0,5.75,1.6,4.1,5.5
Crystal Palace,Chelsea,0,1,-1,0,1,0,0,Loss,J Moss,6.5,4.2,1.57,6.0,4.1,1.57
Middlesbrough,Swansea,3,0,3,1,0,0,0,Win,N Swarbrick,2.1,3.4,4.0,2.05,3.4,3.75
Stoke,Leicester,2,2,0,1,0,0,0,Draw,C Pawson,2.6,3.4,2.9,2.45,3.4,2.9
Sunderland,Watford,1,0,1,2,0,0,0,Win,R Madley,2.63,3.3,2.9,2.55,3.2,2.9
West Brom,Man United,0,2,-2,0,1,0,0,Loss,A Taylor,5.75,3.8,1.7,5.25,3.6,1.72
West Ham,Hull,1,0,1,1,0,0,0,Win,L Mason,1.62,4.1,6.0,1.65,4.1,5.0
Bournemouth,Southampton,1,3,-2,0,1,0,0,Loss,M Clattenburg,3.0,3.3,2.6,2.85,3.25,2.55
Man City,Arsenal,2,1,1,1,0,0,0,Win,M Atkinson,2.15,3.6,3.5,2.15,3.6,3.5
Tottenham,Burnley,2,1,1,2,0,0,0,Win,K Friend,1.22,7.0,15.0,1.2,7.0,13.0
Everton,Liverpool,0,1,-1,0,1,0,0,Loss,M Dean,4.2,3.6,1.95,4.1,3.6,1.9
Arsenal,West Brom,1,0,1,1,0,0,0,Win,N Swarbrick,1.33,5.5,8.5,1.3,5.0,10.0
Burnley,Middlesbrough,1,0,1,2,0,0,0,Win,C Pawson,2.9,3.1,2.6,2.85,3.1,2.55
Chelsea,Bournemouth,3,0,3,3,0,1,0,Win,M Jones,1.36,5.0,8.5,1.36,4.6,8.25
Hull,Man City,0,3,-3,0,1,0,0,Loss,R Madley,10.0,5.5,1.3,8.5,5.0,1.33
Leicester,Everton,0,2,-2,0,2,0,0,Loss,S Attwell,2.5,3.3,2.9,2.4,3.3,2.85
Man United,Sunderland,3,1,2,1,0,0,0,Win,M Atkinson,1.22,6.5,13.0,1.22,6.25,11.5
Swansea,West Ham,1,4,-3,0,1,0,0,Loss,A Marriner,2.63,3.2,2.8,2.6,3.2,2.7
Watford,Crystal Palace,1,1,0,0,1,0,0,Draw,M Clattenburg,2.5,3.3,2.9,2.4,3.2,2.9
Liverpool,Stoke,4,1,3,1,0,0,0,Win,M Oliver,1.3,5.5,10.0,1.3,5.25,9.0
Southampton,Tottenham,1,4,-3,0,1,0,0,Loss,M Dean,2.8,3.25,2.6,2.75,3.2,2.55
Hull,Everton,2,2,0,0,1,0,0,Draw,J Moss,4.33,3.5,1.95,4.25,3.5,1.95
Burnley,Sunderland,4,1,3,1,0,0,0,Win,G Scott,2.4,3.25,3.3,2.35,3.2,3.2
Chelsea,Stoke,4,2,2,2,0,0,0,Win,R Madley,1.25,6.5,14.0,1.26,5.75,11.5
Leicester,West Ham,1,0,1,3,0,1,0,Win,A Taylor,2.1,3.6,3.7,2.05,3.5,3.6
Liverpool,Man City,1,0,1,4,0,1,0,Win,C Pawson,2.35,3.6,3.1,2.3,3.5,3.0
Man United,Middlesbrough,2,1,1,5,0,1,0,Win,L Mason,1.25,6.0,16.0,1.25,5.5,14.5
Southampton,West Brom,1,2,-1,0,1,0,0,Loss,M Jones,1.75,3.7,5.5,1.75,3.5,5.25
Swansea,Bournemouth,0,3,-3,0,2,0,0,Loss,K Friend,2.9,3.4,2.6,2.75,3.4,2.55
Arsenal,Crystal Palace,2,0,2,1,0,0,0,Win,A Marriner,1.29,5.5,9.5,1.3,5.5,9.75
Watford,Tottenham,1,4,-3,0,1,0,0,Loss,M Oliver,5.5,3.75,1.62,5.25,3.8,1.67
Everton,Southampton,3,0,3,1,0,0,0,Win,K Friend,2.2,3.4,3.6,2.15,3.3,3.5
Man City,Burnley,2,1,1,2,0,0,0,Win,L Mason,1.17,8.5,19.0,1.17,8.0,15.0
Middlesbrough,Leicester,0,0,0,2,0,0,0,Draw,R Madley,2.75,3.2,2.88,2.65,3.1,2.85
Sunderland,Liverpool,2,2,0,2,0,0,0,Draw,A Taylor,11.0,5.5,1.33,9.5,5.25,1.33
West Brom,Hull,3,1,2,3,0,1,0,Win,M Clattenburg,1.75,3.7,5.5,1.75,3.5,5.25
West Ham,Man United,0,2,-2,0,1,0,0,Loss,M Dean,6.0,4.0,1.65,5.5,4.0,1.62
Bournemouth,Arsenal,3,3,0,0,1,0,0,Draw,M Oliver,4.33,3.4,1.85,4.4,3.7,1.8
Crystal Palace,Swansea,1,2,-1,0,2,0,0,Loss,P Tierney,1.75,3.5,4.75,1.78,3.6,4.75
Stoke,Watford,2,0,2,1,0,0,0,Win,N Swarbrick,1.8,3.5,4.5,1.9,3.5,4.2
Tottenham,Chelsea,2,0,2,2,0,0,0,Win,M Atkinson,2.63,3.25,2.63,2.85,3.3,2.55
Burnley,Southampton,1,0,1,3,0,1,0,Win,P Tierney,3.6,3.4,2.2,3.5,3.25,2.2
Hull,Bournemouth,3,1,2,4,0,1,0,Win,M Atkinson,3.3,3.5,2.3,3.2,3.4,2.25
Leicester,Chelsea,0,3,-3,0,1,0,0,Loss,A Marriner,6.0,4.1,1.62,5.75,3.8,1.62
Sunderland,Stoke,1,3,-2,0,2,0,0,Loss,M Dean,3.1,3.3,2.5,2.95,3.3,2.45
Swansea,Arsenal,0,4,-4,0,3,0,1,Loss,M Jones,7.0,4.75,1.5,6.25,4.6,1.48
Tottenham,West Brom,4,0,4,1,0,0,0,Win,A Taylor,1.33,5.5,11.0,1.33,5.25,9.5
Watford,Middlesbrough,0,0,0,1,0,0,0,Draw,J Moss,2.5,3.2,3.2,2.5,3.1,3.1
West Ham,Crystal Palace,3,0,3,2,0,0,0,Win,N Swarbrick,2.38,3.4,3.2,2.35,3.3,3.1
Everton,Man City,4,0,4,3,0,1,0,Win,M Clattenburg,4.5,4.0,1.8,4.4,3.8,1.78
Man United,Liverpool,1,1,0,3,0,1,0,Draw,M Oliver,2.15,3.4,3.75,2.15,3.3,3.6
Bournemouth,Watford,2,2,0,3,0,1,0,Draw,L Mason,1.83,3.75,4.75,1.8,3.7,4.4
Crystal Palace,Everton,0,1,-1,0,1,0,0,Loss,A Taylor,3.25,3.4,2.38,3.0,3.4,2.35
Liverpool,Swansea,2,3,-1,0,2,0,0,Loss,K Friend,1.22,7.0,15.0,1.2,7.0,13.0
Man City,Tottenham,2,2,0,0,2,0,0,Draw,A Marriner,2.15,3.5,3.6,2.1,3.5,3.5
Middlesbrough,West Ham,1,3,-2,0,3,0,1,Loss,M Atkinson,2.5,3.2,3.25,2.45,3.1,3.1
Stoke,Man United,1,1,0,0,3,0,1,Draw,M Clattenburg,6.0,4.2,1.6,5.75,4.1,1.57
West Brom,Sunderland,2,0,2,1,0,0,0,Win,C Pawson,1.7,3.8,5.75,1.67,3.8,5.25
Arsenal,Burnley,2,1,1,2,0,0,0,Win,J Moss,1.2,7.5,17.0,1.18,7.5,14.5
Chelsea,Hull,2,0,2,3,0,1,0,Win,N Swarbrick,1.18,8.0,19.0,1.16,7.75,16.5
Southampton,Leicester,3,0,3,4,0,1,0,Win,M Oliver,1.83,3.5,5.25,1.83,3.5,4.6
Arsenal,Watford,1,2,-1,0,1,0,0,Loss,A Marriner,1.22,7.0,15.0,1.22,6.5,13.0
Bournemouth,Crystal Palace,0,2,-2,0,2,0,0,Loss,J Moss,2.05,3.5,3.9,2.05,3.4,3.75
Burnley,Leicester,1,0,1,1,0,0,0,Win,M Dean,2.9,3.25,2.7,2.8,3.2,2.65
Liverpool,Chelsea,1,1,0,1,0,0,0,Draw,M Clattenburg,2.65,3.25,2.9,2.6,3.3,2.9
Middlesbrough,West Brom,1,1,0,1,0,0,0,Draw,S Attwell,2.7,3.1,3.0,2.65,3.0,2.95
Sunderland,Tottenham,0,0,0,1,0,0,0,Draw,L Mason,9.5,5.25,1.36,9.5,5.25,1.33
Swansea,Southampton,2,1,1,2,0,0,0,Win,R East,3.4,3.4,2.3,3.25,3.3,2.3
Man United,Hull,0,0,0,2,0,0,0,Draw,M Jones,1.2,7.5,17.0,1.18,7.5,15.0
Stoke,Everton,1,1,0,2,0,0,0,Draw,C Pawson,2.88,3.4,2.63,2.75,3.3,2.6
West Ham,Man City,0,4,-4,0,1,0,0,Loss,K Friend,6.0,4.5,1.57,5.5,4.33,1.57
Chelsea,Arsenal,3,1,2,1,0,0,0,Win,M Atkinson,1.95,3.6,4.2,1.95,3.5,4.0
Crystal Palace,Sunderland,0,4,-4,0,1,0,0,Loss,A Marriner,1.7,3.9,5.5,1.67,3.8,5.25
Everton,Bournemouth,6,3,3,1,0,0,0,Win,M Jones,1.7,4.0,5.25,1.7,3.8,5.0
Hull,Liverpool,2,0,2,2,0,0,0,Win,L Mason,8.0,4.75,1.45,7.25,4.5,1.45
Southampton,West Ham,1,3,-2,0,1,0,0,Loss,G Scott,1.85,3.75,4.5,1.8,3.6,4.6
Tottenham,Middlesbrough,1,0,1,1,0,0,0,Win,M Clattenburg,1.29,6.0,13.0,1.26,5.5,13.0
Watford,Burnley,2,1,1,2,0,0,0,Win,M Oliver,2.15,3.3,3.9,2.1,3.25,3.8
West Brom,Stoke,1,0,1,3,0,1,0,Win,K Friend,2.3,3.25,3.5,2.25,3.25,3.4
Leicester,Man United,0,3,-3,0,1,0,0,Loss,A Taylor,5.75,4.0,1.65,5.25,3.8,1.67
Man City,Swansea,2,1,1,1,0,0,0,Win,M Dean,1.22,7.0,15.0,1.2,7.25,13.0
Arsenal,Hull,2,0,2,2,0,0,0,Win,M Clattenburg,1.29,6.0,13.0,1.26,5.75,11.5
Liverpool,Tottenham,2,0,2,3,0,1,0,Win,A Taylor,2.3,3.4,3.4,2.25,3.4,3.25
Man United,Watford,2,0,2,4,0,1,0,Win,R Madley,1.25,6.5,14.0,1.25,6.25,11.5
Middlesbrough,Everton,0,0,0,4,0,1,0,Draw,M Dean,3.9,3.3,2.15,3.7,3.3,2.1
Stoke,Crystal Palace,1,0,1,5,0,1,0,Win,M Atkinson,2.15,3.3,3.9,2.05,3.3,3.9
Sunderland,Southampton,0,4,-4,0,1,0,0,Loss,P Tierney,3.9,3.4,2.1,3.7,3.4,2.05
West Ham,West Brom,2,2,0,0,1,0,0,Draw,M Oliver,2.25,3.3,3.6,2.15,3.3,3.5
Burnley,Chelsea,1,1,0,0,1,0,0,Draw,K Friend,9.0,5.0,1.4,7.75,4.6,1.42
Swansea,Leicester,2,0,2,1,0,0,0,Win,J Moss,2.4,3.3,3.25,2.4,3.25,3.1
Bournemouth,Man City,0,2,-2,0,1,0,0,Loss,N Swarbrick,7.5,5.0,1.44,6.75,4.75,1.45
Chelsea,Swansea,3,1,2,1,0,0,0,Win,N Swarbrick,1.25,6.5,15.0,1.22,6.25,14.0
Crystal Palace,Middlesbrough,1,0,1,2,0,0,0,Win,R Madley,2.1,3.2,4.2,2.1,3.2,3.9
Everton,Sunderland,2,0,2,3,0,1,0,Win,S Attwell,1.4,5.25,8.5,1.4,4.6,8.5
Hull,Burnley,1,1,0,3,0,1,0,Draw,M Atkinson,2.15,3.3,3.9,2.15,3.25,3.6
Watford,West Ham,1,1,0,3,0,1,0,Draw,C Pawson,2.63,3.3,2.9,2.55,3.25,2.85
West Brom,Bournemouth,2,1,1,4,0,1,0,Win,M Clattenburg,2.1,3.4,4.0,2.05,3.4,3.75
Tottenham,Stoke,4,0,4,5,0,1,0,Win,J Moss,1.44,5.0,7.5,1.4,4.75,8.25
Leicester,Liverpool,3,1,2,6,0,1,0,Win,M Oliver,5.5,4.2,1.65,5.75,4.0,1.6
Leicester,Hull,3,1,2,7,0,1,0,Win,M Dean,1.85,3.6,4.75,1.85,3.5,4.5
Liverpool,Arsenal,3,1,2,8,0,1,0,Win,R Madley,2.15,3.6,3.6,2.05,3.5,3.6
Man United,Bournemouth,1,1,0,8,0,1,0,Draw,K Friend,1.25,6.5,15.0,1.25,6.0,12.0
Stoke,Middlesbrough,2,0,2,9,0,1,0,Win,C Pawson,1.95,3.4,4.5,1.95,3.3,4.33
Swansea,Burnley,3,2,1,10,0,1,0,Win,A Taylor,2.0,3.5,4.2,2.0,3.4,3.9
Watford,Southampton,3,4,-1,0,1,0,0,Loss,J Moss,3.6,3.4,2.2,3.5,3.2,2.2
West Brom,Crystal Palace,0,2,-2,0,2,0,0,Loss,M Jones,2.2,3.3,3.8,2.2,3.1,3.6
Sunderland,Man City,0,2,-2,0,3,0,1,Loss,M Atkinson,11.0,6.5,1.29,10.0,6.0,1.28
Tottenham,Everton,3,2,1,1,0,0,0,Win,M Oliver,1.67,4.2,5.25,1.6,4.0,5.75
West Ham,Chelsea,1,2,-1,0,1,0,0,Loss,A Marriner,6.0,4.1,1.62,5.75,4.0,1.6
Man City,Stoke,0,0,0,0,1,0,0,Draw,N Swarbrick,1.25,6.5,15.0,1.25,6.0,12.5
Bournemouth,West Ham,3,2,1,1,0,0,0,Win,R Madley,2.6,3.5,2.8,2.5,3.4,2.8
Everton,West Brom,3,0,3,2,0,0,0,Win,G Scott,1.67,3.8,6.0,1.6,3.7,5.75
Hull,Swansea,2,1,1,3,0,1,0,Win,A Marriner,2.55,3.3,3.0,2.5,3.2,3.0
Liverpool,Burnley,2,1,1,4,0,1,0,Win,C Pawson,1.25,6.5,14.0,1.22,6.5,12.5
Bournemouth,Swansea,2,0,2,5,0,1,0,Win,M Dean,2.15,3.5,3.6,2.1,3.4,3.6
Crystal Palace,Watford,1,0,1,6,0,1,0,Win,M Atkinson,1.91,3.5,4.75,1.9,3.5,4.2
Everton,Hull,4,0,4,7,0,1,0,Win,P Tierney,1.53,4.33,7.0,1.53,4.1,6.75
Stoke,Chelsea,1,2,-1,0,1,0,0,Loss,A Taylor,6.5,4.0,1.62,5.5,4.1,1.6
Sunderland,Burnley,0,0,0,0,1,0,0,Draw,R Madley,2.55,3.3,3.0,2.55,3.1,2.95
West Brom,Arsenal,3,1,2,1,0,0,0,Win,N Swarbrick,5.25,4.0,1.73,4.75,3.9,1.72
West Ham,Leicester,2,3,-1,0,1,0,0,Loss,R East,2.3,3.5,3.3,2.25,3.4,3.25
Man City,Liverpool,1,1,0,0,1,0,0,Draw,M Oliver,2.0,3.75,3.8,1.95,3.7,3.75
Middlesbrough,Man United,1,3,-2,0,2,0,0,Loss,J Moss,6.0,3.7,1.7,5.75,3.7,1.65
Tottenham,Southampton,2,1,1,1,0,0,0,Win,A Marriner,1.73,3.8,5.5,1.7,3.7,5.25
Burnley,Tottenham,0,2,-2,0,1,0,0,Loss,S Attwell,5.75,3.8,1.7,5.5,3.8,1.65
Chelsea,Crystal Palace,1,2,-1,0,2,0,0,Loss,C Pawson,1.3,5.75,12.0,1.26,5.75,11.5
Hull,West Ham,2,1,1,1,0,0,0,Win,M Jones,2.45,3.4,3.1,2.4,3.3,3.0
Leicester,Stoke,2,0,2,2,0,0,0,Win,L Mason,2.05,3.5,4.0,2.0,3.4,3.9
Liverpool,Everton,3,1,2,3,0,1,0,Win,A Taylor,1.73,3.9,5.25,1.67,4.0,5.0
Man United,West Brom,0,0,0,3,0,1,0,Draw,M Dean,1.36,5.0,11.0,1.36,5.0,8.5
Southampton,Bournemouth,0,0,0,3,0,1,0,Draw,J Moss,1.65,4.0,6.0,1.62,3.9,5.75
Watford,Sunderland,1,0,1,4,0,1,0,Win,L Probert,1.85,3.6,4.75,1.83,3.6,4.5
Arsenal,Man City,2,2,0,4,0,1,0,Draw,A Marriner,3.1,3.75,2.3,3.25,3.5,2.2
Swansea,Middlesbrough,0,0,0,4,0,1,0,Draw,R Madley,2.0,3.4,4.33,1.95,3.4,4.2
Burnley,Stoke,1,0,1,5,0,1,0,Win,K Friend,2.5,3.1,3.3,2.4,3.1,3.25
Leicester,Sunderland,2,0,2,6,0,1,0,Win,G Scott,1.45,4.5,8.5,1.42,4.6,7.75
Man United,Everton,1,1,0,6,0,1,0,Draw,N Swarbrick,1.57,4.2,6.5,1.55,4.0,6.5
Watford,West Brom,2,0,2,7,0,1,0,Win,P Tierney,2.5,3.2,3.2,2.5,3.2,2.95
Arsenal,West Ham,3,0,3,8,0,1,0,Win,M Atkinson,1.4,5.25,8.0,1.36,5.25,8.0
Chelsea,Man City,2,1,1,9,0,1,0,Win,M Dean,2.4,3.5,3.1,2.3,3.4,3.1
Hull,Middlesbrough,4,2,2,10,0,1,0,Win,M Oliver,2.05,3.3,4.2,2.0,3.3,4.0
Liverpool,Bournemouth,2,2,0,10,0,1,0,Draw,L Mason,1.36,5.25,9.5,1.36,5.25,8.25
Southampton,Crystal Palace,3,1,2,11,0,1,0,Win,R East,1.83,3.7,4.75,1.8,3.5,4.75
Swansea,Tottenham,1,3,-2,0,1,0,0,Loss,J Moss,5.0,4.0,1.73,5.0,3.75,1.7
Bournemouth,Chelsea,1,3,-2,0,2,0,0,Loss,A Marriner,6.5,4.0,1.6,6.25,4.1,1.55
Man City,Hull,3,1,2,1,0,0,0,Win,J Moss,1.2,7.5,17.0,1.19,7.25,14.0
Middlesbrough,Burnley,0,0,0,1,0,0,0,Draw,M Atkinson,2.45,3.1,3.4,2.4,3.1,3.2
Stoke,Liverpool,1,2,-1,0,1,0,0,Loss,M Dean,4.0,3.75,1.95,4.0,3.6,1.91
Tottenham,Watford,4,0,4,1,0,0,0,Win,A Taylor,1.25,6.5,15.0,1.25,6.0,11.5
West Brom,Southampton,0,1,-1,0,1,0,0,Loss,C Kavanagh,3.0,3.3,2.55,2.95,3.3,2.45
West Ham,Swansea,1,0,1,1,0,0,0,Win,K Friend,2.1,3.6,3.7,2.05,3.6,3.5
Everton,Leicester,4,2,2,2,0,0,0,Win,R Madley,1.75,3.9,5.0,1.72,3.6,5.25
Sunderland,Man United,0,3,-3,0,1,0,0,Loss,C Pawson,10.0,5.25,1.36,9.0,5.0,1.35
Crystal Palace,Arsenal,3,0,3,1,0,0,0,Win,M Oliver,4.5,3.9,1.83,4.6,3.8,1.75
Crystal Palace,Leicester,2,2,0,1,0,0,0,Draw,M Dean,1.73,3.6,4.75,1.8,3.5,4.4
Everton,Burnley,3,1,2,2,0,0,0,Win,M Clattenburg,1.4,4.5,8.0,1.45,4.25,6.75
Southampton,Man City,0,3,-3,0,1,0,0,Loss,N Swarbrick,4.33,4.0,1.73,4.5,3.8,1.7
Stoke,Hull,3,1,2,1,0,0,0,Win,S Attwell,1.95,3.3,4.0,1.91,3.4,4.0
Sunderland,West Ham,2,2,0,1,0,0,0,Draw,A Marriner,3.3,3.25,2.2,3.2,3.4,2.15
Tottenham,Bournemouth,4,0,4,2,0,0,0,Win,M Oliver,1.25,6.0,10.0,1.25,5.75,10.5
Watford,Swansea,1,0,1,3,0,1,0,Win,L Mason,2.4,3.3,2.9,2.35,3.2,3.0
Man United,Chelsea,2,0,2,4,0,1,0,Win,R Madley,2.55,3.2,2.8,2.6,3.1,2.75
West Brom,Liverpool,0,1,-1,0,1,0,0,Loss,J Moss,4.0,3.8,1.8,4.25,3.6,1.8
Middlesbrough,Arsenal,1,2,-1,0,2,0,0,Loss,A Taylor,7.0,4.0,1.5,6.25,3.9,1.53
Bournemouth,Middlesbrough,4,0,4,1,0,0,0,Win,G Scott,1.85,3.75,4.5,1.87,3.6,4.25
Hull,Watford,2,0,2,2,0,0,0,Win,R Madley,1.91,3.7,4.33,1.87,3.5,4.4
Swansea,Stoke,2,0,2,3,0,1,0,Win,M Oliver,2.2,3.4,3.6,2.2,3.25,3.5
West Ham,Everton,0,0,0,3,0,1,0,Draw,R East,3.3,3.6,2.25,3.3,3.4,2.2
Burnley,Man United,0,2,-2,0,1,0,0,Loss,A Taylor,5.75,4.0,1.67,5.25,3.9,1.65
Liverpool,Crystal Palace,1,2,-1,0,2,0,0,Loss,A Marriner,1.5,4.75,7.0,1.48,4.33,7.0
Chelsea,Southampton,4,2,2,1,0,0,0,Win,L Mason,1.45,4.6,8.5,1.42,4.5,8.0
Arsenal,Leicester,1,0,1,2,0,0,0,Win,M Jones,1.6,4.5,5.75,1.57,4.33,5.5
Crystal Palace,Tottenham,0,1,-1,0,1,0,0,Loss,J Moss,5.5,4.2,1.65,5.25,4.1,1.62
Middlesbrough,Sunderland,1,0,1,1,0,0,0,Win,M Dean,2.3,3.4,3.4,2.2,3.3,3.4
Man City,Man United,0,0,0,1,0,0,0,Draw,M Atkinson,1.91,3.75,4.2,1.87,3.75,4.0
Crystal Palace,Burnley,0,2,-2,0,1,0,0,Loss,R Madley,1.75,3.5,4.75,1.75,3.5,4.75
